Instrument,InstrumentSub,Sector,"Periode ",waarde
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2003-11,4.83
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2003-12,4.8
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2004-01,4.81
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2004-02,4.76
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2004-03,4.72
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2004-04,4.7
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2004-05,4.67
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2004-06,4.65
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2004-07,4.66
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2004-08,4.64
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2004-09,4.64
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2004-10,4.64
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2004-11,4.63
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2004-12,4.57
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2005-01,4.6
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2005-02,4.56
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2005-03,4.56
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2005-04,4.54
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2005-05,4.52
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2005-06,4.49
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2005-07,4.46
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2005-08,4.45
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2005-09,4.42
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2005-10,4.42
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2005-11,4.4
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2005-12,4.43
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2006-01,4.46
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2006-02,4.47
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2006-03,4.51
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2006-04,4.55
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2006-05,4.57
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2006-06,4.61
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2006-07,4.66
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2006-08,4.71
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2006-09,4.77
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2006-10,4.84
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2006-11,4.87
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2006-12,4.92
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2007-01,4.93
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2007-02,4.92
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2007-03,4.96
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2007-04,5.01
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2007-05,5.03
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2007-06,5.11
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2007-07,5.16
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2007-08,5.21
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2007-09,5.33
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2007-10,5.35
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2007-11,5.36
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2007-12,5.42
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2008-01,5.36
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2008-02,5.32
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2008-03,5.33
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2008-04,5.37
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2008-05,5.4
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2008-06,5.42
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2008-07,5.48
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2008-08,5.5
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2008-09,5.57
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2008-10,5.64
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2008-11,5.37
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2008-12,4.96
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2009-01,4.5
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2009-02,4.16
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2009-03,3.99
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2009-04,3.79
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2009-05,3.76
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2009-06,3.61
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2009-07,3.52
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2009-08,3.48
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2009-09,3.44
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2009-10,3.41
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2009-11,3.4
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2009-12,3.4
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2010-01,3.38
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2010-02,3.36
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2010-03,3.34
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2010-04,3.35
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2010-05,3.33
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2010-06,3.34
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2010-07,3.44
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2010-08,3.42
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2010-09,3.43
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2010-10,3.46
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2010-11,3.49
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2010-12,3.49
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2011-01,3.49
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2011-02,3.49
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2011-03,3.53
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2011-04,3.63
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2011-05,3.65
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2011-06,3.77
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2011-07,3.73
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2011-08,3.71
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2011-09,3.71
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2011-10,3.73
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2011-11,3.72
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2011-12,3.66
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2012-01,3.59
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2012-02,3.51
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2012-03,3.44
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2012-04,3.36
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2012-05,3.33
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2012-06,3.33
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2012-07,3.25
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2012-08,3.19
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2012-09,3.16
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2012-10,3.12
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2012-11,3.07
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2012-12,3.08
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2013-01,3.05
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2013-02,3.04
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2013-03,3.04
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2013-04,3.05
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2013-05,3.03
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2013-06,3.03
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2013-07,3.03
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2013-08,3.03
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2013-09,3.03
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2013-10,3.03
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2013-11,3.06
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2013-12,3.07
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2014-01,3.05
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2014-02,3.05
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2014-03,3.09
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2014-04,3.11
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2014-05,3.1
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2014-06,3.07
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2014-07,3.03
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2014-08,3.02
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2014-09,2.99
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2014-10,2.94
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2014-11,2.92
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2014-12,2.58
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2015-01,2.72
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2015-02,2.67
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2015-03,2.72
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2015-04,2.72
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2015-05,2.7
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2015-06,2.67
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2015-07,2.65
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2015-08,2.58
"Zakelijke kredietverlening ","Rente op uitstaande leningen  (percentages) ","Niet-financiële bedrijven ",2015-09,2.66
