Instrument,InstrumentSub,Sector,"Periode ",waarde
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2006-09,28313
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2006-10,28731
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2006-11,29938
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2006-12,29444
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2007-01,29420
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2007-02,29179
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2007-03,29122
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2007-04,28822
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2007-05,28335
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2007-06,28335
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2007-07,28732
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2007-08,28980
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2007-09,28538
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2007-10,28266
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2007-11,28074
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2007-12,29723
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2008-01,28949
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2008-02,28898
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2008-03,29146
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2008-04,29372
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2008-05,28881
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2008-06,29299
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2008-07,29394
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2008-08,29378
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2008-09,30087
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2008-10,30026
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2008-11,29799
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2008-12,30346
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2009-01,29496
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2009-02,29628
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2009-03,30062
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2009-04,30285
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2009-05,29368
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2009-06,29731
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2009-07,29546
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2009-08,29760
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2009-09,29644
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2009-10,29592
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2009-11,29736
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2009-12,30024
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2010-01,29513
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2010-02,29390
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2010-03,29795
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2010-04,29702
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2010-05,29345
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2010-06,28280
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2010-07,28558
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2010-08,28813
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2010-09,28730
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2010-10,28512
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2010-11,28491
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2010-12,28481
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2011-01,28393
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2011-02,27982
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2011-03,27917
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2011-04,27854
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2011-05,27452
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2011-06,27458
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2011-07,27511
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2011-08,27733
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2011-09,27749
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2011-10,27802
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2011-11,27489
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2011-12,27511
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2012-01,27205
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2012-02,27272
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2012-03,26977
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2012-04,27015
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2012-05,26497
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2012-06,26407
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2012-07,26657
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2012-08,26810
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2012-09,26734
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2012-10,26619
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2012-11,26240
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2012-12,26257
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2013-01,25924
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2013-02,25784
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2013-03,25682
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2013-04,25897
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2013-05,25275
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2013-06,25291
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2013-07,25831
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2013-08,25913
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2013-09,25857
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2013-10,25661
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2013-11,25881
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2013-12,25055
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2014-01,25185
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2014-02,25052
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2014-03,25017
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2014-04,24850
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2014-05,24372
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2014-06,24054
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2014-07,24069
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2014-08,23973
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2014-09,24068
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2014-10,23831
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2014-11,23469
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2014-12,23623
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2015-01,23432
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2015-02,22966
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2015-03,23009
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2015-04,22902
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2015-05,22383
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2015-06,22313
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2015-07,22146
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2015-08,22255
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2015-09,21957
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2015-10,21773
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2015-11,21475
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2015-12,21329
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2016-01,21234
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2016-02,20905
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2016-03,20656
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2016-04,20547
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2016-05,20079
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2016-06,19843
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2016-07,19737
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2016-08,19685
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2016-09,19457
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2016-10,19370
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2016-11,19112
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2016-12,18753
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2017-01,18618
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2017-02,18485
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2017-03,18347
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2017-04,18289
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2017-05,17828
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2017-06,17697
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2017-07,17878
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2017-08,17863
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2017-09,17737
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2017-10,17719
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2017-11,17501
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2017-12,17307
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2018-01,17094
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2018-02,17072
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2018-03,16955
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2018-04,17066
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2018-05,16672
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2018-06,16601
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2018-07,16590
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2018-08,16679
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2018-09,16451
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2018-10,16440
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2018-11,16284
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2018-12,16213
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2019-01,15981
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2019-02,15871
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2019-03,15725
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2019-04,15677
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2019-05,15291
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2019-06,15258
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2019-07,15363
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2019-08,15329
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2019-09,15307
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2019-10,15171
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2019-11,15079
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2019-12,14990
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2020-01,14755
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2020-02,14562
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2020-03,14128
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2020-04,13773
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2020-05,13359
"Consumptief krediet ","Uitstaande bedragen (mln euro's) ","Huishoudens ",2020-06,13336
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",1998-12,37107
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",1999-03,37946
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",1999-06,43443
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",1999-09,41439
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",1999-12,41116
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2000-03,42223
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2000-06,45704
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2000-09,43496
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2000-12,43650
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2001-03,45870
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2001-06,48932
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2001-09,46051
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2001-12,49448
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2002-03,48794
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2002-06,53626
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2002-09,48585
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2002-12,48878
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2003-01,49257
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2003-02,49649
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2003-03,48385
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2003-04,48316
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2003-05,55081
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2003-06,52308
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2003-07,50755
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2003-08,49921
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2003-09,49215
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2003-10,48651
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2003-11,48711
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2003-12,48246
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2004-01,48534
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2004-02,48092
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2004-03,46578
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2004-04,47056
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2004-05,52991
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2004-06,51011
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2004-07,48717
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2004-08,47171
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2004-09,47390
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2004-10,48158
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2004-11,47560
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2004-12,47862
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2005-01,48446
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2005-02,48295
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2005-03,48037
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2005-04,48600
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2005-05,54161
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2005-06,53060
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2005-07,52591
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2005-08,50301
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2005-09,50471
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2005-10,49959
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2005-11,50123
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2005-12,51017
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2006-01,52154
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2006-02,52139
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2006-03,51884
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2006-04,52993
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2006-05,57606
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2006-06,56054
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2006-07,54325
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2006-08,52660
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2006-09,52682
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2006-10,52150
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2006-11,52161
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2006-12,52161
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2007-01,53111
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2007-02,54347
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2007-03,54337
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2007-04,55523
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2007-05,60388
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2007-06,59807
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2007-07,57738
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2007-08,56706
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2007-09,56098
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2007-10,56191
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2007-11,56190
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2007-12,54523
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2008-01,56005
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2008-02,54986
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2008-03,55156
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2008-04,55571
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2008-05,59965
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2008-06,59183
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2008-07,57988
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2008-08,55159
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2008-09,55809
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2008-10,54443
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2008-11,54603
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2008-12,53025
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2009-01,54762
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2009-02,54886
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2009-03,52429
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2009-04,52712
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2009-05,58667
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2009-06,56831
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2009-07,56463
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2009-08,54447
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2009-09,53866
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2009-10,54020
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2009-11,53096
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2009-12,53374
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2010-01,56070
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2010-02,56137
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2010-03,53514
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2010-04,53370
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2010-05,58547
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2010-06,58432
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2010-07,56996
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2010-08,54797
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2010-09,54768
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2010-10,54593
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2010-11,54302
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2010-12,53574
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2011-01,54242
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2011-02,54384
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2011-03,54384
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2011-04,54638
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2011-05,58945
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2011-06,58895
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2011-07,57820
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2011-08,55145
